id,column_id,serial_number,model,atype,status,installation_date,last_inspection_date,inspection_certificate,information,notes,created_at,updated_at
652,417,8695,Premium,Hybrid,Active,10/12/2018,13/7/2018,Certified,Nice music,Not an interesting note,3/24/2018,11/1/2018
653,251,2769,Excelium,Residential,Active,6/12/2018,28/3/2018,Certified,This in an interesting information,Long note,10/5/2018,2/27/2019
654,276,7895,Excelium,Corporate,Active,8/10/2018,25/10/2018,Not Certified,Shinny elevator,This is a note,6/1/2018,11/10/2018
655,202,9706,Standard,Commercial,Active,9/4/2018,20/4/2018,Not Certified,This in an interesting information,This is a note,11/6/2018,5/1/2018
656,44,7176,Standard,Hybrid,Active,1/3/2019,23/1/2019,Certified,Shinny elevator,This is a note,9/9/2018,6/20/2018
657,284,6688,Excelium,Residential,Active,20/10/2018,1/2/2019,Certified,This in an interesting information,Long note,5/11/2018,6/28/2018
658,432,5132,Excelium,Corporate,Active,1/3/2019,10/6/2018,Certified,Look at me,This is a note,8/22/2018,5/30/2018
659,323,2085,Premium,Commercial,Active,19/8/2018,1/9/2018,Certified,Look at me,Long note,8/5/2018,9/13/2018
660,399,7623,Excelium,Hybrid,Active,17/7/2018,4/1/2019,Certified,This in an interesting information,Useless note,10/31/2018,3/6/2019
661,152,8389,Excelium,Residential,Active,14/9/2018,31/7/2018,Certified,Nice music,Not an interesting note,8/23/2018,6/19/2018
662,482,1113,Standard,Corporate,Active,7/5/2018,1/3/2019,Certified,Look at me,This is a note,4/3/2018,7/6/2018
663,449,7533,Standard,Commercial,Active,29/12/2018,10/12/2018,Certified,Look at me,Long note,2/1/2019,5/1/2018
664,348,3795,Premium,Hybrid,Active,1/11/2018,23/1/2019,Certified,This in an interesting information,Long note,7/10/2018,8/24/2018
665,195,7096,Excelium,Residential,Inactive,12/12/2018,21/6/2018,Certified,Best 0-100 mph,This is a note,11/7/2018,5/14/2018
666,69,3913,Excelium,Corporate,Active,8/7/2018,8/6/2018,Certified,This in an interesting information,Long note,11/4/2018,12/19/2018
667,37,9534,Excelium,Commercial,Active,20/10/2018,17/5/2018,Certified,Best 0-100 mph,Not an interesting note,7/16/2018,3/20/2018
668,125,3872,Excelium,Hybrid,Active,20/3/2018,20/2/2019,Certified,This in an interesting information,Long note,11/11/2018,11/6/2018
669,412,3591,Premium,Residential,Active,15/8/2018,21/7/2018,Certified,Best 0-100 mph,This is a note,4/29/2018,9/2/2018
670,73,2356,Standard,Corporate,Active,30/1/2019,30/9/2018,Certified,Nice music,This is a note,12/4/2018,10/30/2018
671,180,5596,Excelium,Commercial,Active,17/10/2018,16/9/2018,Certified,This in an interesting information,Long note,5/19/2018,6/13/2018
672,324,8080,Standard,Hybrid,Active,18/11/2018,12/3/2019,Certified,Shinny elevator,Long note,7/26/2018,10/20/2018
673,101,5904,Standard,Residential,Active,21/4/2018,21/4/2018,Certified,Shinny elevator,This is a note,4/12/2018,3/10/2019
674,318,5115,Excelium,Corporate,Active,25/10/2018,2/10/2018,Certified,Best 0-100 mph,Long note,6/23/2018,12/20/2018
675,158,8847,Premium,Commercial,Active,20/2/2019,24/11/2018,Certified,Best 0-100 mph,Not an interesting note,11/17/2018,6/12/2018
676,340,8822,Premium,Hybrid,Active,23/10/2018,1/7/2018,Certified,This in an interesting information,This is a note,7/30/2018,3/25/2018
677,393,3295,Excelium,Residential,Active,18/2/2019,27/9/2018,Certified,Nice music,Long note,10/12/2018,3/18/2018
678,377,1186,Standard,Corporate,Active,9/6/2018,6/7/2018,Certified,Nice music,Useless note,6/12/2018,1/31/2019
679,41,8748,Excelium,Commercial,Active,26/3/2018,30/1/2019,Certified,Look at me,Useless note,10/9/2018,2/14/2019
680,105,7387,Standard,Hybrid,Active,1/4/2018,30/11/2018,Certified,This in an interesting information,Not an interesting note,5/14/2018,2/15/2019
681,460,3177,Excelium,Residential,Active,1/10/2018,27/9/2018,Certified,Best 0-100 mph,Long note,5/30/2018,8/7/2018
682,62,1489,Premium,Corporate,Active,19/2/2019,7/12/2018,Certified,Shinny elevator,Useless note,7/31/2018,7/18/2018
683,18,6538,Premium,Commercial,Active,27/5/2018,14/11/2018,Certified,Nice music,Long note,5/27/2018,4/20/2018
684,394,9804,Standard,Hybrid,Active,21/6/2018,31/8/2018,Certified,Nice music,Useless note,12/2/2018,9/26/2018
685,446,5818,Excelium,Residential,Active,20/10/2018,18/11/2018,Certified,Shinny elevator,Useless note,7/20/2018,1/7/2019
686,258,9932,Premium,Corporate,Active,29/9/2018,26/9/2018,Certified,Nice music,Not an interesting note,4/29/2018,8/23/2018
687,483,2230,Standard,Commercial,Active,17/5/2018,10/10/2018,Certified,Look at me,This is a note,12/8/2018,12/27/2018
688,32,2275,Standard,Hybrid,Active,18/11/2018,14/3/2018,Certified,Shinny elevator,Not an interesting note,12/20/2018,8/25/2018
689,299,7311,Premium,Residential,Active,8/12/2018,30/4/2018,Certified,Look at me,Not an interesting note,1/13/2019,8/1/2018
690,481,9278,Premium,Corporate,Active,28/1/2019,2/6/2018,Certified,Nice music,This is a note,8/20/2018,2/5/2019
691,192,9188,Premium,Commercial,Active,29/3/2018,27/2/2019,Certified,Shinny elevator,Long note,9/3/2018,1/23/2019
692,160,1818,Premium,Hybrid,Active,23/9/2018,4/6/2018,Certified,This in an interesting information,Not an interesting note,8/7/2018,5/18/2018
693,429,2071,Premium,Residential,Active,11/9/2018,14/6/2018,Certified,Best 0-100 mph,Long note,11/24/2018,7/6/2018
694,227,4726,Standard,Corporate,Active,14/7/2018,27/12/2018,Certified,Shinny elevator,Useless note,12/10/2018,8/19/2018
695,331,3457,Excelium,Commercial,Active,17/8/2018,20/8/2018,Certified,Best 0-100 mph,This is a note,12/22/2018,9/29/2018
696,271,1736,Standard,Hybrid,Active,11/2/2019,19/10/2018,Certified,Shinny elevator,This is a note,12/2/2018,9/17/2018
697,402,2010,Excelium,Residential,Active,18/9/2018,15/5/2018,Not Certified,This in an interesting information,Long note,6/9/2018,4/28/2018
698,332,5737,Excelium,Corporate,Active,3/1/2019,11/2/2019,Certified,Shinny elevator,Useless note,9/16/2018,7/8/2018
699,309,6115,Premium,Commercial,Active,19/3/2018,31/10/2018,Not Certified,Nice music,Not an interesting note,3/5/2019,1/24/2019
700,274,3614,Excelium,Hybrid,Active,25/4/2018,14/4/2018,Certified,Best 0-100 mph,This is a note,10/13/2018,12/30/2018
701,496,3480,Premium,Residential,Active,28/5/2018,11/5/2018,Not Certified,This in an interesting information,This is a note,6/3/2018,3/31/2018
702,377,2280,Premium,Corporate,Active,18/10/2018,20/6/2018,Certified,Best 0-100 mph,This is a note,7/20/2018,10/16/2018
703,483,1888,Premium,Commercial,Active,27/9/2018,30/5/2018,Certified,Best 0-100 mph,Long note,8/25/2018,5/26/2018
704,309,3368,Excelium,Hybrid,Active,4/2/2019,20/1/2019,Certified,This in an interesting information,Long note,4/19/2018,9/22/2018
705,234,9758,Premium,Residential,Inactive,30/4/2018,10/7/2018,Certified,Nice music,Useless note,9/4/2018,1/28/2019
706,218,8576,Standard,Corporate,Active,19/2/2019,25/5/2018,Certified,Nice music,Not an interesting note,7/13/2018,9/2/2018
707,39,7902,Excelium,Commercial,Active,11/12/2018,7/8/2018,Certified,This in an interesting information,Not an interesting note,3/11/2019,8/20/2018
708,241,9414,Premium,Hybrid,Active,24/7/2018,19/7/2018,Certified,This in an interesting information,Not an interesting note,10/1/2018,8/12/2018
709,26,8208,Standard,Residential,Active,26/2/2019,21/11/2018,Certified,Best 0-100 mph,Long note,4/16/2018,7/27/2018
710,160,4449,Premium,Corporate,Active,7/7/2018,3/2/2019,Not Certified,This in an interesting information,Not an interesting note,8/10/2018,2/17/2019
711,415,2868,Premium,Commercial,Active,4/10/2018,6/10/2018,Certified,Nice music,Not an interesting note,10/9/2018,9/29/2018
712,331,3553,Excelium,Hybrid,Active,1/6/2018,24/4/2018,Certified,Best 0-100 mph,Useless note,10/6/2018,2/26/2019
713,359,4304,Premium,Residential,Active,4/11/2018,9/6/2018,Certified,Best 0-100 mph,This is a note,6/28/2018,11/8/2018
714,343,2185,Standard,Corporate,Active,21/12/2018,14/1/2019,Certified,Best 0-100 mph,This is a note,2/11/2019,5/30/2018
715,279,8949,Premium,Commercial,Active,19/5/2018,28/5/2018,Certified,Nice music,Long note,4/16/2018,3/24/2018
716,248,2913,Excelium,Hybrid,Active,17/5/2018,25/2/2019,Not Certified,Best 0-100 mph,Useless note,10/20/2018,8/12/2018
717,364,1337,Excelium,Residential,Active,15/11/2018,27/5/2018,Certified,This in an interesting information,Long note,2/23/2019,8/30/2018
718,479,7288,Premium,Corporate,Active,24/4/2018,4/1/2019,Certified,Best 0-100 mph,Not an interesting note,8/15/2018,3/29/2018
719,17,1292,Premium,Commercial,Active,6/10/2018,6/9/2018,Certified,Look at me,This is a note,3/13/2018,3/12/2019
720,478,2798,Standard,Hybrid,Active,5/12/2018,3/5/2018,Certified,This in an interesting information,Useless note,4/27/2018,2/19/2019
721,48,9562,Standard,Residential,Active,9/10/2018,28/4/2018,Certified,This in an interesting information,Long note,4/16/2018,8/21/2018
722,221,4456,Excelium,Corporate,Active,25/2/2019,29/3/2018,Certified,Shinny elevator,This is a note,7/25/2018,11/8/2018
723,221,9190,Premium,Commercial,Active,2/5/2018,4/1/2019,Certified,This in an interesting information,Long note,7/6/2018,6/2/2018
724,327,1759,Excelium,Hybrid,Active,14/4/2018,30/12/2018,Certified,Nice music,Not an interesting note,1/20/2019,6/10/2018
725,345,8526,Excelium,Residential,Active,12/12/2018,19/9/2018,Not Certified,Shinny elevator,Long note,10/8/2018,5/23/2018
726,287,9028,Premium,Corporate,Active,8/8/2018,30/9/2018,Certified,This in an interesting information,This is a note,1/23/2019,1/23/2019
727,447,5310,Excelium,Commercial,Active,3/8/2018,17/1/2019,Not Certified,Look at me,Useless note,1/2/2019,8/5/2018
728,378,1253,Excelium,Hybrid,Active,8/10/2018,26/11/2018,Certified,Nice music,Long note,3/23/2018,9/13/2018
729,181,1460,Premium,Residential,Active,21/8/2018,30/4/2018,Certified,Nice music,This is a note,4/4/2018,5/12/2018
730,207,9570,Standard,Corporate,Active,14/8/2018,12/10/2018,Certified,This in an interesting information,Not an interesting note,12/28/2018,2/1/2019
731,193,3906,Premium,Commercial,Active,18/5/2018,29/6/2018,Certified,Look at me,This is a note,11/16/2018,11/2/2018
732,218,7486,Excelium,Hybrid,Active,23/4/2018,11/9/2018,Certified,Look at me,This is a note,10/11/2018,9/16/2018
733,154,8987,Excelium,Residential,Active,6/2/2019,14/3/2018,Not Certified,Best 0-100 mph,This is a note,5/18/2018,7/23/2018
734,9,9488,Standard,Corporate,Active,2/9/2018,16/2/2019,Certified,Look at me,Useless note,11/15/2018,8/30/2018
735,240,8515,Premium,Commercial,Active,28/11/2018,13/8/2018,Certified,Best 0-100 mph,Useless note,1/18/2019,3/20/2018
736,29,5095,Premium,Hybrid,Active,1/9/2018,18/1/2019,Certified,Best 0-100 mph,Not an interesting note,5/19/2018,6/18/2018
737,226,2928,Premium,Residential,Active,2/10/2018,6/2/2019,Certified,Shinny elevator,Long note,5/31/2018,7/8/2018
738,356,8663,Excelium,Corporate,Active,20/2/2019,12/4/2018,Not Certified,Nice music,Long note,4/27/2018,4/29/2018
739,329,9347,Premium,Commercial,Active,14/8/2018,18/7/2018,Certified,Nice music,Useless note,11/8/2018,10/18/2018
740,14,7498,Excelium,Hybrid,Active,29/5/2018,18/11/2018,Certified,This in an interesting information,Useless note,12/25/2018,1/20/2019
741,462,2496,Excelium,Residential,Active,24/6/2018,26/7/2018,Certified,Look at me,Long note,8/9/2018,3/3/2019
742,373,7847,Excelium,Corporate,Active,10/1/2019,11/7/2018,Certified,Shinny elevator,This is a note,5/7/2018,7/19/2018
743,292,6728,Premium,Commercial,Active,14/4/2018,14/1/2019,Certified,This in an interesting information,Useless note,12/5/2018,8/6/2018
744,478,7082,Premium,Hybrid,Active,1/12/2018,12/6/2018,Certified,This in an interesting information,Long note,7/22/2018,6/23/2018
745,384,9842,Excelium,Residential,Active,12/3/2019,17/1/2019,Certified,Best 0-100 mph,Long note,8/17/2018,2/10/2019
746,423,4754,Excelium,Corporate,Active,7/9/2018,14/12/2018,Certified,Shinny elevator,Long note,4/22/2018,7/11/2018
747,73,9808,Excelium,Commercial,Active,18/4/2018,24/12/2018,Not Certified,Shinny elevator,Useless note,8/7/2018,1/10/2019
748,73,7669,Premium,Hybrid,Active,14/9/2018,15/5/2018,Certified,Best 0-100 mph,Useless note,3/6/2019,12/5/2018
749,278,6857,Excelium,Residential,Active,19/6/2018,20/3/2018,Certified,Look at me,Long note,5/22/2018,1/23/2019
750,26,7939,Excelium,Corporate,Active,15/7/2018,6/7/2018,Not Certified,Nice music,Not an interesting note,4/26/2018,4/10/2018
751,468,9593,Excelium,Commercial,Inactive,12/11/2018,15/2/2019,Certified,Best 0-100 mph,Useless note,12/1/2018,7/13/2018
752,118,5121,Standard,Hybrid,Active,31/5/2018,5/10/2018,Certified,Look at me,This is a note,11/21/2018,6/20/2018
753,120,2711,Standard,Residential,Active,9/6/2018,19/8/2018,Certified,Nice music,Useless note,10/13/2018,4/14/2018
754,46,6994,Premium,Corporate,Active,2/6/2018,28/11/2018,Not Certified,Best 0-100 mph,This is a note,11/27/2018,3/29/2018
755,446,7709,Premium,Commercial,Active,1/8/2018,8/1/2019,Certified,This in an interesting information,Useless note,11/19/2018,2/27/2019
756,126,5394,Excelium,Hybrid,Active,19/4/2018,27/8/2018,Certified,Look at me,Useless note,1/19/2019,8/14/2018
757,90,2939,Excelium,Residential,Active,2/10/2018,7/10/2018,Certified,This in an interesting information,Not an interesting note,7/13/2018,1/13/2019
758,346,8030,Premium,Corporate,Active,11/5/2018,8/4/2018,Certified,This in an interesting information,Long note,9/23/2018,2/4/2019
759,357,5222,Standard,Commercial,Active,30/12/2018,29/10/2018,Certified,This in an interesting information,This is a note,6/9/2018,3/13/2018
760,303,9451,Standard,Hybrid,Active,15/1/2019,13/12/2018,Certified,Nice music,Useless note,11/2/2018,9/9/2018
761,284,7641,Standard,Residential,Active,20/6/2018,20/8/2018,Certified,Look at me,Useless note,10/29/2018,1/28/2019
762,361,4652,Standard,Corporate,Active,16/5/2018,21/8/2018,Certified,Shinny elevator,Useless note,10/7/2018,10/20/2018
763,82,2984,Standard,Commercial,Active,4/4/2018,6/10/2018,Certified,Best 0-100 mph,Useless note,3/19/2018,4/9/2018
764,287,8096,Excelium,Hybrid,Active,12/9/2018,30/6/2018,Not Certified,Nice music,Not an interesting note,12/25/2018,5/22/2018
765,246,5456,Excelium,Residential,Active,17/12/2018,10/11/2018,Certified,Nice music,Long note,9/7/2018,11/24/2018
766,377,2082,Excelium,Corporate,Active,27/3/2018,19/7/2018,Certified,Shinny elevator,Useless note,5/11/2018,12/7/2018
767,330,3425,Premium,Commercial,Active,8/11/2018,24/1/2019,Certified,This in an interesting information,Long note,10/9/2018,3/31/2018
768,314,3131,Excelium,Hybrid,Active,8/3/2019,23/9/2018,Certified,Shinny elevator,Long note,1/26/2019,12/25/2018
769,463,5920,Premium,Residential,Active,29/3/2018,11/7/2018,Certified,Nice music,Useless note,8/31/2018,12/16/2018
770,478,6211,Excelium,Corporate,Active,3/10/2018,9/7/2018,Certified,This in an interesting information,Useless note,4/8/2018,4/1/2018
771,462,2309,Standard,Commercial,Active,8/11/2018,10/12/2018,Certified,Best 0-100 mph,Not an interesting note,8/22/2018,1/21/2019
772,498,4915,Premium,Hybrid,Active,1/3/2019,21/11/2018,Certified,Nice music,Not an interesting note,9/10/2018,2/15/2019
773,338,8990,Standard,Residential,Active,26/4/2018,16/2/2019,Certified,This in an interesting information,Useless note,11/24/2018,11/1/2018
774,346,1376,Premium,Corporate,Active,22/5/2018,13/11/2018,Certified,Nice music,This is a note,5/22/2018,12/25/2018
775,252,4344,Premium,Commercial,Active,2/11/2018,26/10/2018,Certified,Look at me,Not an interesting note,7/28/2018,9/21/2018
776,114,4645,Standard,Hybrid,Active,6/10/2018,27/11/2018,Certified,Nice music,This is a note,1/21/2019,7/17/2018
777,340,8020,Standard,Residential,Active,23/5/2018,9/1/2019,Certified,Nice music,Useless note,10/21/2018,2/16/2019
778,134,1451,Excelium,Corporate,Active,11/1/2019,4/11/2018,Certified,Shinny elevator,Not an interesting note,11/22/2018,5/31/2018
779,408,1549,Premium,Commercial,Active,11/3/2019,3/10/2018,Certified,Look at me,This is a note,3/29/2018,11/14/2018
780,430,9440,Standard,Hybrid,Active,19/12/2018,14/12/2018,Certified,Shinny elevator,Useless note,5/31/2018,11/5/2018
781,349,3722,Excelium,Residential,Active,21/6/2018,26/10/2018,Certified,Best 0-100 mph,This is a note,2/1/2019,10/30/2018
782,118,3321,Standard,Corporate,Active,15/11/2018,22/2/2019,Certified,Nice music,Long note,5/14/2018,12/9/2018
783,464,4584,Excelium,Commercial,Active,27/10/2018,24/6/2018,Certified,Shinny elevator,This is a note,10/16/2018,8/11/2018
784,237,9036,Excelium,Hybrid,Active,19/9/2018,13/4/2018,Certified,This in an interesting information,Long note,1/14/2019,4/5/2018
785,253,4070,Premium,Residential,Active,19/5/2018,11/9/2018,Certified,Best 0-100 mph,This is a note,4/15/2018,4/27/2018
786,54,1436,Excelium,Corporate,Active,20/12/2018,26/11/2018,Certified,Look at me,Useless note,7/26/2018,9/11/2018
787,268,7059,Excelium,Commercial,Active,19/7/2018,12/5/2018,Certified,Nice music,Long note,9/15/2018,8/12/2018
788,257,7733,Premium,Hybrid,Active,30/6/2018,30/3/2018,Certified,This in an interesting information,This is a note,2/20/2019,3/27/2018
789,25,9972,Excelium,Residential,Active,9/12/2018,17/11/2018,Certified,This in an interesting information,This is a note,2/26/2019,5/11/2018
790,432,4178,Premium,Corporate,Active,16/5/2018,30/10/2018,Certified,Look at me,Useless note,12/9/2018,12/4/2018
791,495,2419,Excelium,Commercial,Active,16/4/2018,20/10/2018,Not Certified,This in an interesting information,Useless note,7/9/2018,4/8/2018
792,71,9289,Standard,Hybrid,Active,9/9/2018,31/3/2018,Certified,Shinny elevator,This is a note,10/4/2018,9/15/2018
793,440,1118,Standard,Residential,Active,10/3/2019,10/4/2018,Certified,This in an interesting information,Long note,1/17/2019,10/7/2018
794,116,6557,Premium,Corporate,Active,17/12/2018,26/8/2018,Certified,Shinny elevator,This is a note,7/18/2018,5/1/2018
795,486,3201,Standard,Commercial,Active,29/10/2018,7/1/2019,Certified,Nice music,Not an interesting note,2/28/2019,9/19/2018
796,272,9102,Standard,Hybrid,Active,23/9/2018,18/11/2018,Certified,Nice music,Useless note,3/20/2018,12/12/2018
797,270,5616,Standard,Residential,Active,28/6/2018,4/10/2018,Not Certified,This in an interesting information,This is a note,1/19/2019,6/2/2018
798,171,7427,Excelium,Corporate,Active,19/9/2018,25/1/2019,Certified,Look at me,This is a note,4/7/2018,3/22/2018
799,410,7403,Standard,Commercial,Inactive,17/4/2018,20/4/2018,Certified,Best 0-100 mph,Useless note,11/8/2018,9/26/2018
800,420,8871,Excelium,Hybrid,Active,14/5/2018,2/4/2018,Certified,This in an interesting information,Useless note,4/15/2018,12/19/2018
801,477,4621,Premium,Residential,Active,21/12/2018,8/7/2018,Certified,Look at me,Long note,9/6/2018,10/16/2018
802,48,1015,Standard,Corporate,Active,17/9/2018,12/2/2019,Certified,Best 0-100 mph,Useless note,4/11/2018,3/4/2019
803,115,7199,Excelium,Commercial,Active,8/7/2018,23/3/2018,Certified,Look at me,Long note,11/28/2018,11/4/2018
804,230,1768,Standard,Hybrid,Active,17/6/2018,15/12/2018,Certified,This in an interesting information,Long note,11/9/2018,3/24/2018
805,139,8732,Excelium,Residential,Active,23/2/2019,10/2/2019,Certified,Best 0-100 mph,Long note,3/20/2018,10/2/2018
806,406,9251,Standard,Corporate,Active,6/3/2019,19/1/2019,Certified,This in an interesting information,Long note,10/12/2018,4/20/2018
807,103,2718,Premium,Commercial,Active,23/9/2018,22/11/2018,Certified,Look at me,Useless note,9/4/2018,5/23/2018
808,445,1669,Premium,Hybrid,Active,21/7/2018,20/12/2018,Certified,Best 0-100 mph,Long note,9/20/2018,8/10/2018
809,165,6219,Premium,Residential,Active,2/8/2018,12/10/2018,Certified,Shinny elevator,Long note,7/5/2018,8/22/2018
810,426,8235,Premium,Corporate,Active,27/7/2018,1/1/2019,Certified,Look at me,Useless note,9/20/2018,12/19/2018
811,271,2012,Premium,Commercial,Active,27/6/2018,7/1/2019,Certified,Shinny elevator,Useless note,7/2/2018,7/12/2018
812,207,9539,Excelium,Hybrid,Active,15/2/2019,23/9/2018,Certified,Best 0-100 mph,Not an interesting note,1/1/2019,5/4/2018
813,445,5717,Standard,Residential,Active,20/4/2018,25/9/2018,Certified,This in an interesting information,Long note,9/9/2018,9/27/2018
814,424,1958,Excelium,Corporate,Active,11/1/2019,11/2/2019,Certified,Nice music,Long note,11/25/2018,11/24/2018
815,99,9308,Standard,Commercial,Active,22/4/2018,25/10/2018,Certified,Nice music,This is a note,6/27/2018,5/6/2018
816,443,8072,Excelium,Hybrid,Active,27/7/2018,27/4/2018,Not Certified,Nice music,This is a note,1/25/2019,12/4/2018
817,28,9645,Excelium,Residential,Active,19/4/2018,26/7/2018,Certified,This in an interesting information,This is a note,8/1/2018,1/28/2019
818,184,3240,Premium,Corporate,Active,9/6/2018,15/2/2019,Certified,Look at me,Long note,8/3/2018,11/4/2018
819,125,8000,Standard,Commercial,Active,8/10/2018,23/2/2019,Certified,This in an interesting information,This is a note,6/21/2018,1/25/2019
820,354,5649,Excelium,Hybrid,Active,12/2/2019,15/3/2018,Certified,Look at me,Useless note,6/11/2018,7/6/2018
821,105,1475,Premium,Residential,Active,29/7/2018,26/6/2018,Certified,Look at me,Useless note,2/22/2019,2/1/2019
822,380,2451,Standard,Corporate,Active,3/10/2018,4/12/2018,Certified,This in an interesting information,Long note,8/25/2018,9/23/2018
823,485,3457,Premium,Commercial,Active,10/12/2018,10/1/2019,Certified,Best 0-100 mph,Not an interesting note,6/4/2018,7/1/2018
824,129,6992,Premium,Hybrid,Active,14/5/2018,26/7/2018,Certified,Look at me,This is a note,4/29/2018,5/29/2018
825,483,8632,Excelium,Residential,Active,6/3/2019,4/9/2018,Not Certified,Best 0-100 mph,Long note,9/7/2018,6/13/2018
826,221,8568,Excelium,Corporate,Active,18/1/2019,18/3/2018,Certified,Best 0-100 mph,Useless note,4/25/2018,3/18/2018
827,232,5917,Premium,Commercial,Active,4/11/2018,13/8/2018,Certified,Nice music,Not an interesting note,12/28/2018,5/31/2018
828,164,4266,Premium,Hybrid,Active,2/3/2019,11/12/2018,Certified,Best 0-100 mph,This is a note,8/27/2018,1/20/2019
829,150,1791,Premium,Residential,Active,7/8/2018,22/11/2018,Certified,Nice music,Not an interesting note,10/23/2018,7/24/2018
830,252,9264,Premium,Corporate,Active,20/6/2018,3/4/2018,Certified,Shinny elevator,Useless note,2/17/2019,4/20/2018
831,124,6462,Premium,Commercial,Active,13/9/2018,21/5/2018,Certified,Shinny elevator,Not an interesting note,4/25/2018,4/7/2018
832,201,5422,Excelium,Hybrid,Active,8/2/2019,30/1/2019,Certified,This in an interesting information,This is a note,8/18/2018,8/23/2018
833,433,7794,Excelium,Residential,Active,7/7/2018,29/8/2018,Certified,Shinny elevator,This is a note,2/12/2019,7/1/2018
834,145,2043,Excelium,Corporate,Active,13/9/2018,1/9/2018,Certified,Best 0-100 mph,This is a note,7/26/2018,8/23/2018
835,185,2930,Premium,Commercial,Active,5/8/2018,11/11/2018,Certified,Look at me,This is a note,9/24/2018,7/1/2018
836,497,7435,Standard,Hybrid,Active,17/8/2018,2/11/2018,Certified,Shinny elevator,Useless note,7/27/2018,6/28/2018
837,256,6734,Excelium,Residential,Active,27/9/2018,15/5/2018,Certified,Look at me,Long note,7/30/2018,2/15/2019
838,498,8181,Premium,Corporate,Active,3/8/2018,3/9/2018,Certified,This in an interesting information,Long note,10/27/2018,8/4/2018
839,258,4642,Premium,Commercial,Inactive,25/4/2018,24/12/2018,Certified,This in an interesting information,Not an interesting note,12/19/2018,3/10/2019
840,227,9063,Excelium,Hybrid,Active,31/3/2018,25/1/2019,Certified,Best 0-100 mph,Useless note,12/17/2018,1/18/2019
841,373,4115,Excelium,Residential,Active,8/10/2018,1/5/2018,Certified,This in an interesting information,This is a note,2/10/2019,1/22/2019
842,111,3177,Standard,Corporate,Active,31/1/2019,17/4/2018,Certified,Look at me,This is a note,9/3/2018,12/1/2018
843,240,2020,Excelium,Commercial,Active,23/9/2018,8/8/2018,Certified,Shinny elevator,Not an interesting note,5/17/2018,7/29/2018
844,486,6719,Premium,Hybrid,Active,15/1/2019,15/11/2018,Certified,Nice music,Useless note,4/2/2018,3/26/2018
845,379,5466,Excelium,Residential,Active,21/10/2018,21/7/2018,Certified,Shinny elevator,Useless note,6/12/2018,10/7/2018
846,364,9615,Standard,Corporate,Active,21/12/2018,8/3/2019,Certified,Best 0-100 mph,Not an interesting note,5/3/2018,10/17/2018
847,404,8256,Premium,Commercial,Active,31/3/2018,28/1/2019,Certified,Best 0-100 mph,Long note,2/12/2019,4/6/2018
848,193,1716,Excelium,Hybrid,Active,17/3/2018,25/6/2018,Certified,Shinny elevator,Long note,4/10/2018,6/15/2018
849,230,6635,Excelium,Residential,Active,19/7/2018,28/4/2018,Certified,Best 0-100 mph,Useless note,9/15/2018,8/23/2018
850,369,8961,Excelium,Corporate,Active,23/4/2018,12/1/2019,Certified,Shinny elevator,Long note,11/27/2018,4/8/2018
851,259,8757,Standard,Commercial,Active,24/5/2018,9/6/2018,Certified,Shinny elevator,Useless note,7/23/2018,11/11/2018
852,164,9801,Standard,Hybrid,Active,26/1/2019,10/7/2018,Certified,Nice music,Useless note,11/2/2018,4/8/2018
853,385,8412,Excelium,Residential,Active,14/6/2018,13/4/2018,Certified,Look at me,Useless note,10/2/2018,5/23/2018
854,411,2825,Premium,Corporate,Active,16/3/2018,24/7/2018,Certified,Nice music,This is a note,1/21/2019,10/26/2018
855,413,3970,Excelium,Commercial,Active,8/6/2018,11/10/2018,Certified,Best 0-100 mph,Useless note,10/10/2018,3/27/2018
856,56,3654,Premium,Hybrid,Active,27/6/2018,6/9/2018,Certified,Nice music,This is a note,11/27/2018,11/21/2018
857,188,5245,Standard,Residential,Active,12/8/2018,2/1/2019,Certified,Best 0-100 mph,This is a note,8/10/2018,3/22/2018
858,480,9456,Excelium,Corporate,Active,20/12/2018,9/3/2019,Certified,Nice music,Useless note,1/16/2019,1/25/2019
859,321,5796,Premium,Commercial,Active,27/11/2018,12/12/2018,Certified,Nice music,This is a note,4/19/2018,7/7/2018
860,212,1064,Excelium,Hybrid,Active,9/5/2018,30/3/2018,Certified,Nice music,Long note,9/7/2018,7/9/2018
861,14,8113,Excelium,Residential,Active,5/3/2019,20/3/2018,Certified,Best 0-100 mph,Useless note,6/17/2018,3/15/2018
862,434,1792,Premium,Corporate,Active,6/5/2018,23/9/2018,Certified,Best 0-100 mph,Long note,12/7/2018,3/9/2019
863,92,5034,Excelium,Commercial,Active,11/4/2018,21/3/2018,Certified,Shinny elevator,Useless note,3/4/2019,12/24/2018
864,29,4579,Premium,Hybrid,Active,24/3/2018,30/9/2018,Certified,Shinny elevator,Not an interesting note,9/6/2018,5/28/2018
865,238,9080,Premium,Residential,Active,22/4/2018,27/4/2018,Certified,Best 0-100 mph,Useless note,10/21/2018,11/4/2018
866,54,4743,Premium,Corporate,Active,8/5/2018,29/1/2019,Certified,Shinny elevator,Not an interesting note,4/1/2018,4/10/2018
867,231,9446,Premium,Commercial,Active,28/11/2018,12/6/2018,Certified,Best 0-100 mph,This is a note,6/26/2018,6/22/2018
868,85,6933,Excelium,Hybrid,Active,13/2/2019,12/11/2018,Certified,Shinny elevator,Useless note,1/21/2019,12/29/2018
